uri;idLegislaturaFinal;nomeCivil
https://dadosabertos.camara.leg.br/api/v2/deputados/220649;57;CARLOS ALBERTO DA CUNHA
https://dadosabertos.camara.leg.br/api/v2/deputados/178908;57;EDER MAURO CARDOSO BARRA
https://dadosabertos.camara.leg.br/api/v2/deputados/220583;57;FABIO MICHEY COSTA DA SILVA
https://dadosabertos.camara.leg.br/api/v2/deputados/204512;57;MARCELO EDUARDO FREITAS
https://dadosabertos.camara.leg.br/api/v2/deputados/220701;57;MATHEUS ARAUJO LAIOLA
https://dadosabertos.camara.leg.br/api/v2/deputados/220652;57;MARIO PALUMBO JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/220654;57;PAULO FRANCISCO MUNIZ BILYNSKYJ
https://dadosabertos.camara.leg.br/api/v2/deputados/220619;57;ALEXANDRE RAMAGEM RODRIGUES
https://dadosabertos.camara.leg.br/api/v2/deputados/220705;57;DELTAN MARTINAZZO DALLAGNOL
https://dadosabertos.camara.leg.br/api/v2/deputados/220553;57;DENISE DA SILVA PESSÔA
https://dadosabertos.camara.leg.br/api/v2/deputados/220689;57;MARIA DEUSDETE LIMA CUNHA RODRIGUES
https://dadosabertos.camara.leg.br/api/v2/deputados/160588;57;DIEGO LEONARDO DE ANDRADE CARVALHO
https://dadosabertos.camara.leg.br/api/v2/deputados/220691;57;DIEGO HENRIQUE SILVA CERQUEIRA MARTINS
https://dadosabertos.camara.leg.br/api/v2/deputados/178929;57;DIEGO ALEXSANDER GONCALO PAULA GARCIA
https://dadosabertos.camara.leg.br/api/v2/deputados/73768;57;DILCEU JOÃO SPERAFICO
https://dadosabertos.camara.leg.br/api/v2/deputados/220671;57;DILVANDA FURTADO FARO
https://dadosabertos.camara.leg.br/api/v2/deputados/160599;57;DIMAS FABIANO TOLEDO JÚNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/220602;57;DIMAS DE PAIVA GADELHA JUNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/143632;57;DOMINGOS GOMES DE AGUIAR NETO
https://dadosabertos.camara.leg.br/api/v2/deputados/160758;57;DOMINGOS SÁVIO CAMPOS RESENDE
https://dadosabertos.camara.leg.br/api/v2/deputados/220573;57;DORINALDO BARBOSA MALAFAIA
https://dadosabertos.camara.leg.br/api/v2/deputados/204450;57;LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR
https://dadosabertos.camara.leg.br/api/v2/deputados/226708;57;ALLAN QUADROS GARCÊS
https://dadosabertos.camara.leg.br/api/v2/deputados/221339;57;BENJAMIM DE OLIVEIRA
